Gene_Symbol	Probe_Id
FAM13C1	ILMN_1752343
KRT76	ILMN_1755786
HERC4	ILMN_1678922
HERC4	ILMN_1770665
CMA1	ILMN_1770772
GALNT9	ILMN_1796575
INTS10	ILMN_1679483
GAL3ST4	ILMN_1693452
PAAF1	ILMN_1652753
KCNJ14	ILMN_1717327
KCNJ14	ILMN_1706207
LOC642443	ILMN_1757084
EDG1	ILMN_1653504
LOC647311	ILMN_1684318
TALDO1	ILMN_1746588
LOC653579	ILMN_1669854
ZNF761	ILMN_1764854
LOC645914	ILMN_1666875
LY6D	ILMN_1814270
NOX4	ILMN_1735996
LOC644447	ILMN_1676126
IFNA21	ILMN_1675192
TRIM24	ILMN_1711247
TRIM24	ILMN_1799642
PMVK	ILMN_1715896
ZNF467	ILMN_1779015
SPIN2A	ILMN_1736713
C9orf126	ILMN_1722387
PPRC1	ILMN_1796210
DISP2	ILMN_1813517
CAMK2D	ILMN_1757060
ZNF460	ILMN_2110050
LGALS13	ILMN_1794842
LOC644117	ILMN_1718200
TMEM67	ILMN_2054053
TMEM67	ILMN_1705049
LOC100131293	ILMN_3286403
SNORA30	ILMN_3238259
LRSAM1	ILMN_1774856
LRSAM1	ILMN_1811102
RFXDC2	ILMN_1762803
LOC100132565	ILMN_3205289
MUS81	ILMN_1780937
TMEM14E	ILMN_3236468
AKR1B1	ILMN_1701731
HSD11B1	ILMN_1811370
GAPDHS	ILMN_2200153
LOC441208	ILMN_1667452
LOC338579	ILMN_1803591
ZNF330	ILMN_2154455
TTC39C	ILMN_1746720
MTPN	ILMN_1791478
ZNF789	ILMN_1797853
ZNF789	ILMN_1810127
C2orf89	ILMN_3235176
TBX6	ILMN_1679958
TBX6	ILMN_1692095
TNNT1	ILMN_2115991
ZHX3	ILMN_1774387
POU3F3	ILMN_1670274
LOC730996	ILMN_1659752
LOC730996	ILMN_1732278
LOC649060	ILMN_1712366
SLC19A3	ILMN_1716359
KRTAP12-4	ILMN_1780422
LOC100132106	ILMN_3241607
GSK3A	ILMN_1757569
LOC643855	ILMN_1668538
AQP5	ILMN_1807036
LOC642044	ILMN_1807971
LOC100128196	ILMN_3266666
KIAA1202	ILMN_1763442
OPN5	ILMN_1784818
FLJ13197	ILMN_3270588
LOC649945	ILMN_1652132
DNAJB8	ILMN_1768845
MAGEB2	ILMN_2078430
MAGEB2	ILMN_1688335
NLRP6	ILMN_1702970
AQP2	ILMN_1732149
LOC645626	ILMN_1715639
LOC646703	ILMN_1684547
CCDC66	ILMN_1683533
LRBA	ILMN_2153373
MYO3B	ILMN_2096970
LOC723972	ILMN_2056002
LOC652764	ILMN_1669426
LOC646178	ILMN_1667204
THAP9	ILMN_1809054
DRP2	ILMN_1702329
GARNL4	ILMN_1666832
GARNL4	ILMN_2041236
COPS4	ILMN_1726755
RIMBP3C	ILMN_3244402
SCARNA6	ILMN_3241869
VWA1	ILMN_1660554
LOC100128888	ILMN_3258356
LOC647979	ILMN_1655026
TCP11L2	ILMN_2231051
TCP11L2	ILMN_1772780
GIPC2	ILMN_1672545
DTWD1	ILMN_1740861
ZNF322A	ILMN_2171461
ARVP6125	ILMN_1720205
USP50	ILMN_1660536
PNMAL1	ILMN_3299393
CSNK1G3	ILMN_1813735
ECHS1	ILMN_1718132
LOC644496	ILMN_3209232
GIMAP8	ILMN_1747305
LOC644530	ILMN_1779625
STK38L	ILMN_1755792
CNTN4	ILMN_1783204
CNTN4	ILMN_1771148
GPR68	ILMN_1671142
FOXN3	ILMN_1665304
FOXN3	ILMN_1783954
LOC100130053	ILMN_3261345
TCHHL1	ILMN_1675808
LOC402066	ILMN_1655754
LOC648262	ILMN_1703488
CERKL	ILMN_1740837
CERKL	ILMN_1808810
RGS7	ILMN_1685496
C7orf52	ILMN_2198859
DEDD2	ILMN_1768031
PLEKHN1	ILMN_1711422
EDA	ILMN_1709975
TXNDC3	ILMN_1691334
AIMP2	ILMN_1673252
LOC642891	ILMN_1668891
FLJ42258	ILMN_1703579
FLJ42258	ILMN_2140455
CLEC2L	ILMN_1791749
NSUN4	ILMN_1716004
PMCHL2	ILMN_1708569
KCNT1	ILMN_1702255
WDR66	ILMN_1800341
ZNF251	ILMN_1654436
VN1R2	ILMN_1711427
CST11	ILMN_1653748
COL25A1	ILMN_1666523
COL25A1	ILMN_2399933
LOC440687	ILMN_1754955
SPHK1	ILMN_2357134
ITGA4	ILMN_1747052
KIAA0020	ILMN_1665483
ATP5O	ILMN_1791332
IFIH1	ILMN_1781373
FGL1	ILMN_2326197
LOC728787	ILMN_3221828
LOC400163	ILMN_1708929
LOC645294	ILMN_1722377
CENTG2	ILMN_1800530
LRRC1	ILMN_1793922
PRRG4	ILMN_1661809
PRRG4	ILMN_2219437
LOC641693	ILMN_1698164
LOC402693	ILMN_1690629
SLC22A3	ILMN_2048478
SLC22A3	ILMN_2048477
SOCS7	ILMN_1780783
SOCS7	ILMN_1753683
GNG8	ILMN_1693269
PCDHB18	ILMN_2170476
MGC39581	ILMN_1702739
LOC391727	ILMN_1662239
LOC100128511	ILMN_3253854
AKIRIN1	ILMN_1802799
AKIRIN1	ILMN_1679383
AKIRIN1	ILMN_1658337
MGC40170	ILMN_1773603
MAP4K5	ILMN_1759030
ZFP106	ILMN_2043265
ZFP106	ILMN_1800912
LOC388755	ILMN_1671573
RNF139	ILMN_1811787
C7orf58	ILMN_3184724
C7orf58	ILMN_3232156
PPARD	ILMN_1779794
CROCCL2	ILMN_3240296
SYT13	ILMN_1658499
TMEM20	ILMN_1690464
SLC43A3	ILMN_1672553
LOC92249	ILMN_3246900
DCLRE1B	ILMN_1655382
ABCG1	ILMN_2262362
PRAMEF6	ILMN_2045270
C17orf91	ILMN_2390310
IL24	ILMN_2407799
MTMR8	ILMN_1710652
MTMR8	ILMN_2160140
LOC440349	ILMN_1761422
UGT1A1	ILMN_1744817
LOC649821	ILMN_1786242
MOSPD2	ILMN_2043569
LOC642009	ILMN_1678159
UBTD1	ILMN_1794914
ZNF430	ILMN_2158164
ZNF430	ILMN_1780026
CHIC1	ILMN_1763437
FLJ12688	ILMN_1718061
EDEM2	ILMN_1711909
LOC652647	ILMN_1701919
TCF7L1	ILMN_1733841
C20orf52	ILMN_1801633
BBX	ILMN_1745415
THEM4	ILMN_1682120
DIAPH3	ILMN_1874530
DIAPH3	ILMN_2373689
DIAPH3	ILMN_2275533
LOC100132767	ILMN_3293159
SLC22A7	ILMN_1706615
RNF4	ILMN_2142695
CLDN17	ILMN_1815388
ZFYVE26	ILMN_1798061
GJB3	ILMN_1789575
GJB3	ILMN_2334531
LOC728093	ILMN_3219040
ITSN1	ILMN_1718769
C3orf47	ILMN_1664383
LDLRAD3	ILMN_2129563
LOC100132938	ILMN_3235606
NPSR1	ILMN_1654534
LOC728927	ILMN_3298107
VPS26B	ILMN_1736751
GLTSCR1	ILMN_1782829
ZRSR2	ILMN_3247732
IP6K2	ILMN_2328835
CPNE3	ILMN_1773576
RBM3	ILMN_1698213
LOC220429	ILMN_2193195
LOC647461	ILMN_1790981
DOLPP1	ILMN_1672042
MIR596	ILMN_3308215
CSHL1	ILMN_2403566
C10orf12	ILMN_1665508
LOC442229	ILMN_1728450
ARHGAP29	ILMN_1751474
KCNMB3	ILMN_1712197
KCNMB3	ILMN_1733430
LOC339902	ILMN_1681516
LOC643130	ILMN_1747325
TYR	ILMN_1788774
ADD3	ILMN_2311278
ADD3	ILMN_1814526
LOC643547	ILMN_1662353
LOC730644	ILMN_3236004
ANKZF1	ILMN_2370692
ANKZF1	ILMN_2273796
TPTE	ILMN_1677061
NEIL3	ILMN_2114747
NEIL3	ILMN_1757697
LOC729694	ILMN_3244466
LOC144481	ILMN_1699188
LOC729217	ILMN_3301033
ITIH5L	ILMN_1709177
PROX2	ILMN_3248228
ZSCAN12L1	ILMN_3240829
TNFAIP8L1	ILMN_1684346
LOC643821	ILMN_1662020
ATP5G1	ILMN_1712430
EMR3	ILMN_2348487
LOC648377	ILMN_1672367
ACAP1	ILMN_1808395
PSMC3	ILMN_1809010
LOC390660	ILMN_3241354
ZNF426	ILMN_1673804
COL3A1	ILMN_1773079
LOC646260	ILMN_3208632
LOC347487	ILMN_1729965
LOC341346	ILMN_1680776
LOC284757	ILMN_1657398
CHI3L2	ILMN_1685045
SHCBP1	ILMN_2182482
OR10AD1	ILMN_1690389
MT1E	ILMN_2173611
LOC554175	ILMN_1703678
SNX24	ILMN_1795666
SNX24	ILMN_2085236
LOC100130769	ILMN_3273047
SLC25A25	ILMN_1811235
C10orf4	ILMN_1681967
GK2	ILMN_1722330
LOC643621	ILMN_1674491
FAM25A	ILMN_3183838
ZNF566	ILMN_1691223
LOC644112	ILMN_1672349
C21orf84	ILMN_1694182
KIAA0947	ILMN_1763297
BTN2A1	ILMN_1783392
LOC284751	ILMN_1752144
LOC390806	ILMN_3291418
LOC100134277	ILMN_3237863
GPR52	ILMN_2204280
LOC100131311	ILMN_3279881
AKR1C2	ILMN_1773417
LOC728566	ILMN_3235368
HPCA	ILMN_1815033
HMMR	ILMN_2409220
HAPLN1	ILMN_1678812
HAPLN1	ILMN_2210519
LOC643808	ILMN_1693382
ST8SIA5	ILMN_1735584
PTCD3	ILMN_1714424
KRT18P50	ILMN_3188731
LOC121906	ILMN_3204575
PLEKHA6	ILMN_1797557
DEFA6	ILMN_1759089
MAP3K9	ILMN_1735553
LOC149134	ILMN_1741506
PFKM	ILMN_2043809
TAF7	ILMN_1759460
LOC729639	ILMN_1655151
LOC729832	ILMN_3298129
GABRR1	ILMN_1760431
LOC647055	ILMN_3203656
LOC285033	ILMN_2115453
NR4A3	ILMN_2382687
LOC649873	ILMN_3285314
SLC5A4	ILMN_1678650
EXOSC2	ILMN_1697736
LOC648699	ILMN_1735043
SOCS6	ILMN_1657077
SNORA43	ILMN_3243908
WDR45	ILMN_2251279
LOC649921	ILMN_1681305
CDH9	ILMN_1675454
CDK2AP2	ILMN_1690653
LOC643790	ILMN_1702198
PNPLA4	ILMN_1664348
PSG11	ILMN_1706911
IGFL3	ILMN_1679897
ALPP	ILMN_1693789
LOC653075	ILMN_3285591
SS18	ILMN_1686957
CYP7A1	ILMN_1749575
OPN5	ILMN_1665180
PPP2R2D	ILMN_1778587
PPP2R2D	ILMN_1683589
LOC100134338	ILMN_3239273
ATP2A2	ILMN_1687375
AP3M2	ILMN_1676946
LOC728640	ILMN_3304435
FAM115C	ILMN_3258875
NBPF10	ILMN_1689012
PDE1C	ILMN_1667225
CDY2B	ILMN_2097052
CNGA3	ILMN_2384158
CNGA3	ILMN_2281486
EPB41	ILMN_1663786
LOC100130417	ILMN_3253404
RHPN2	ILMN_1753143
NALP5	ILMN_1814652
LOC729335	ILMN_1911500
NFATC1	ILMN_1769997
SLC4A10	ILMN_1748779
RDX	ILMN_1708611
DEFB123	ILMN_1722538
HHIPL2	ILMN_1800101
CDK5R2	ILMN_1717803
RPL38	ILMN_1765043
LASS5	ILMN_2208495
LOXL4	ILMN_2179083
ATP5J	ILMN_2348093
LOC442064	ILMN_1724391
WHAMM	ILMN_2279873
WHAMM	ILMN_1763364
LOC100128371	ILMN_3271065
C9orf36	ILMN_1793830
C9orf36	ILMN_2174023
PRR20C	ILMN_3246071
LOC643936	ILMN_1733655
RCHY1	ILMN_2386732
MARVELD3	ILMN_1716616
MARVELD3	ILMN_2255256
MOBKL1B	ILMN_3242011
LOC729476	ILMN_1667768
LOC100131609	ILMN_3215712
LOC100131609	ILMN_3292224
LOC441050	ILMN_1711492
LOC642140	ILMN_1799693
KIFC1	ILMN_2222008
ERAS	ILMN_1721386
TTYH1	ILMN_1758497
EIF4G3	ILMN_1775692
PSMB8	ILMN_2390299
PSMB8	ILMN_2284794
HHAT	ILMN_1693853
TMUB1	ILMN_1666050
FLJ27465	ILMN_1726048
C6orf127	ILMN_3237520
LMX1B	ILMN_1652866
LOC646982	ILMN_1701943
TSC1	ILMN_1754871
CLDN15	ILMN_2405667
CLDN15	ILMN_1708267
LBX2	ILMN_1808731
ZCCHC3	ILMN_1786852
BMP7	ILMN_1741566
CLRN1	ILMN_1741705
SCARNA7	ILMN_3248663
SYT4	ILMN_1768705
CD69	ILMN_1651316
LOC100131639	ILMN_3288183
ORAOV1	ILMN_1762549
NBL1	ILMN_1789599
LOC644466	ILMN_1751158
C19orf51	ILMN_1772074
LOC377711	ILMN_3243554
LOC100132656	ILMN_3279531
LOC440585	ILMN_1777170
LOC642889	ILMN_1713838
MYO9B	ILMN_1672547
RFK	ILMN_1690780
DOC2A	ILMN_2172507
DOC2A	ILMN_1812477
LOC391358	ILMN_1776716
DNAH17	ILMN_1746929
BACH2	ILMN_1659943
BACH2	ILMN_2058468
BACH2	ILMN_1670695
GLRX2	ILMN_2258268
MTRF1L	ILMN_1786684
ARF3	ILMN_1682938
LOC652258	ILMN_1748736
SEZ6L2	ILMN_2413779
SEZ6L2	ILMN_2413780
SEZ6L2	ILMN_2297887
SSB	ILMN_1672006
TOR1AIP2	ILMN_1758057
LOC651285	ILMN_1712277
ZNF585B	ILMN_2178775
SEPT7	ILMN_1729019
LOC441455	ILMN_3278170
DDX55	ILMN_1797425
CCND1	ILMN_1688480
LYRM2	ILMN_1703132
RDM1	ILMN_2309534
LOC645691	ILMN_3197767
RNY5	ILMN_3246433
BRWD1	ILMN_1801866
LOC727865	ILMN_3276209
LOC727865	ILMN_3199737
CILP	ILMN_2167758
CILP	ILMN_1723847
CACNA1G	ILMN_2311835
MT1JP	ILMN_1674183
TWSG1	ILMN_2214144
ZFP30	ILMN_1742976
LOC100128142	ILMN_3179358
TM7SF4	ILMN_1793730
NIPAL2	ILMN_2145708
NIPAL2	ILMN_1774373
C13orf3	ILMN_1736816
LOC151457	ILMN_3203390
ZFP2	ILMN_1723886
NDE1	ILMN_1739805
LYPLAL1	ILMN_2142117
C1orf112	ILMN_1727540
LOC646772	ILMN_1676329
LOC651730	ILMN_1693851
SGSH	ILMN_2133675
LOC653412	ILMN_1808583
LOC651308	ILMN_1653567
GPR3	ILMN_1725271
CUL7	ILMN_1672393
LOC645048	ILMN_1684412
OR5K2	ILMN_1662735
FAIM	ILMN_1690101
FAIM	ILMN_1723268
DGKA	ILMN_1747132
FGF3	ILMN_1723227
DHX32	ILMN_1713688
GAS2L2	ILMN_1711712
MYOCD	ILMN_1680273
EXOSC9	ILMN_2312719
EXOSC9	ILMN_1721713
LOC643233	ILMN_1754068
CD200R1	ILMN_1750003
ABO	ILMN_1656979
ATP1A1	ILMN_2415189
LOC729558	ILMN_1912160
UBXN1	ILMN_1812769
DUSP10	ILMN_1759488
LLPH	ILMN_3240177
FTMT	ILMN_1702498
LOC652725	ILMN_3238359
LOC729218	ILMN_1697863
TSHR	ILMN_1661143
TSHR	ILMN_1746712
LOC728763	ILMN_1791962
FZD3	ILMN_1703408
C9orf123	ILMN_1769409
C9orf103	ILMN_1791306
FGL1	ILMN_1682828
FGL1	ILMN_1672872
WWP2	ILMN_1659703
TCEB3	ILMN_1808110
LOC100134426	ILMN_3243111
APOD	ILMN_1780170
ITGAE	ILMN_1683927
UBXN8	ILMN_3248521
UBXN8	ILMN_1731891
PKIG	ILMN_1702911
PKIG	ILMN_2406169
CMTM1	ILMN_2328363
NFKBID	ILMN_1763560
NOD1	ILMN_2114422
LMX1A	ILMN_2298830
LMX1A	ILMN_1671898
EBNA1BP2	ILMN_1768127
LOC653047	ILMN_1683170
DHCR7	ILMN_2165867
CTDSP2	ILMN_1692962
LOC653891	ILMN_1661169
TRIM75	ILMN_1799698
PTK2B	ILMN_1732318
DNAJB14	ILMN_2288915
DNAJB14	ILMN_1653266
LOC100133949	ILMN_3249267
ZC3H12D	ILMN_3243312
HBP1	ILMN_1685415
GCLC	ILMN_2215194
GCLC	ILMN_1730575
VPS13A	ILMN_1800721
VPS13A	ILMN_1789828
RNU5D	ILMN_3236102
ZNF236	ILMN_1790918
SMG7	ILMN_2368597
ASPHD1	ILMN_1708950
ASPHD1	ILMN_1662390
CACNA1I	ILMN_2300664
BMPR1A	ILMN_1706957
TRAPPC10	ILMN_3240736
LAMP2	ILMN_2279961
LAMP2	ILMN_1659753
LAMP2	ILMN_1752351
LOC728732	ILMN_3225586
LOC401847	ILMN_3212126
LOC644168	ILMN_1665700
PIGN	ILMN_1691112
LOC645253	ILMN_1742256
OR51B4	ILMN_1779758
MOXD2	ILMN_3236116
SPATC1	ILMN_1777195
LOC100127915	ILMN_3176771
LOC100127915	ILMN_3253235
GAST	ILMN_1712721
LOC645405	ILMN_3291764
LOC650293	ILMN_1685813
LOC651404	ILMN_1788599
LOC643296	ILMN_1665592
LOC644045	ILMN_1684767
LOC643529	ILMN_1716266
LOC729667	ILMN_3226618
LYPD5	ILMN_1718033
LYPD5	ILMN_1678176
AANAT	ILMN_1729835
STAG1	ILMN_1792435
STAG1	ILMN_2151048
LOC100129060	ILMN_3192377
CUGBP1	ILMN_1686516
C13orf28	ILMN_1680178
TMPRSS7	ILMN_1747932
RSF1	ILMN_1668834
LOC652242	ILMN_1656963
CDADC1	ILMN_1763878
LOC100132287	ILMN_3234783
LOC441296	ILMN_1658018
LOC730060	ILMN_3225673
C5orf43	ILMN_3240730
LOC728747	ILMN_1711499
IFT57	ILMN_1811636
LOC653156	ILMN_3278157
LOC728969	ILMN_3232029
LOC728969	ILMN_3224359
LOC100134742	ILMN_3244304
HSPA12A	ILMN_1688005
ZNF582	ILMN_1660176
S100B	ILMN_1771710
LEMD3	ILMN_2183938
PDK3	ILMN_1776582
LOC730476	ILMN_3236982
FBXO46	ILMN_2350266
LOC440956	ILMN_1769644
CACNA1G	ILMN_1703016
PTP4A3	ILMN_3250321
LOC100131381	ILMN_3274578
LOC646215	ILMN_1685590
LOC100128002	ILMN_3186410
LOC100128002	ILMN_3262876
tAKR	ILMN_1761438
AARSD1	ILMN_1700461
EDIL3	ILMN_1689976
ZNF512	ILMN_1730824
FBXO39	ILMN_1814890
LOC646348	ILMN_1748425
POLR3F	ILMN_1673966
LOC392288	ILMN_3202373
FAM101B	ILMN_1714065
BUD31	ILMN_1710697
LOC651326	ILMN_1657595
ASH1L	ILMN_1782032
TECPR1	ILMN_1767651
LOC650321	ILMN_1692116
MAP1LC3C	ILMN_1711331
LOC388553	ILMN_3217473
SNORA16A	ILMN_3246465
DDX41	ILMN_1737344
LOC644315	ILMN_3288218
RUNDC3B	ILMN_1808157
LOC100132108	ILMN_3274324
PSMB2	ILMN_1764794
LOC100131359	ILMN_3278835
PRNPIP	ILMN_1788288
KLHL9	ILMN_1664466
TAC1	ILMN_2342541
EDNRB	ILMN_1710297
HEPH	ILMN_1663683
ETAA1	ILMN_1780996
LOC100133243	ILMN_3282892
LOC220077	ILMN_3292004
LOC145814	ILMN_1679780
C3orf36	ILMN_1795936
ZFR	ILMN_1814113
KRTAP9-3	ILMN_1693976
LOC644976	ILMN_1663797
ENDOD1	ILMN_1699022
TIGD3	ILMN_1695878
PRNPIP	ILMN_1737813
ARID1B	ILMN_2415357
ARID1B	ILMN_1660433
LOC100128139	ILMN_3262413
CHAT	ILMN_1775997
CHAT	ILMN_1796939
LOC646629	ILMN_3289618
FGF4	ILMN_1677456
C1RL	ILMN_1733288
GTPBP10	ILMN_2383754
GTPBP10	ILMN_1696118
GTF3C2	ILMN_2356574
LOC388524	ILMN_2050112
Gcom1	ILMN_2402581
LOC388275	ILMN_1676091
C1orf131	ILMN_1805474
RASAL1	ILMN_1793517
PCDHGA8	ILMN_1793965
C14orf101	ILMN_1758093
C8orf77	ILMN_1705085
LOC100133163	ILMN_3244929
IPPK	ILMN_1732873
RBP2	ILMN_2219681
RAX	ILMN_1689625
CD44	ILMN_1778625
FAM116B	ILMN_1659029
LOC645018	ILMN_1760089
DCP1B	ILMN_1743992
LOC645638	ILMN_3200140
CCL15	ILMN_1669034
CCL15	ILMN_1740609
JUB	ILMN_1661372
JUB	ILMN_1687275
LOC399881	ILMN_3206111
TRAF4	ILMN_1763104
TRAF4	ILMN_1745976
DEAF1	ILMN_1658902
DEAF1	ILMN_1708296
DOCK8	ILMN_1788931
LOC650247	ILMN_1750307
DUB4	ILMN_3194480
C20orf91	ILMN_1775686
LOC283588	ILMN_3207230
C1orf113	ILMN_1789140
C10orf30	ILMN_1723921
HNF1B	ILMN_3235709
LOC100132215	ILMN_3284009
LOC100130900	ILMN_3274119
PIP5K1B	ILMN_1738757
SCARA5	ILMN_1751062
SNX9	ILMN_1726366
NANOG	ILMN_3307710
KRT15	ILMN_1770612
KCNG4	ILMN_1651330
LOC648039	ILMN_1691858
TM9SF3	ILMN_1669931
LOC100128007	ILMN_3179891
UBR2	ILMN_1663489
LOC388965	ILMN_1785922
LOC645504	ILMN_1661275
LOC441869	ILMN_1708608
LOC644068	ILMN_1703735
DNASE1	ILMN_1719616
FDFT1	ILMN_1741096
MTUS1	ILMN_1780763
LOC652080	ILMN_1731124
LOC100133876	ILMN_3202483
ARRDC2	ILMN_1710229
PLXNA1	ILMN_1791569
LOC643302	ILMN_1669012
RAI1	ILMN_2060770
RAI1	ILMN_1739810
SMPD2	ILMN_1672176
MIR892B	ILMN_3308390
FAM82A1	ILMN_1812302
ZNF561	ILMN_1717049
LOC729433	ILMN_3222631
LOC732043	ILMN_3302196
NOS2	ILMN_3249361
LOC100129915	ILMN_3181356
CCL11	ILMN_1725519
FLJ36116	ILMN_1668736
AMMECR1	ILMN_1670506
AMMECR1	ILMN_1779374
KRT23	ILMN_1726409
STOML1	ILMN_1801130
LOC653086	ILMN_1772012
RNU4-1	ILMN_3309453
CAMK1D	ILMN_1705477
LOC646089	ILMN_1692902
LOC654258	ILMN_1701307
P4HA2	ILMN_2381697
P4HA2	ILMN_2280135
CACNA1C	ILMN_1898404
CACNA1C	ILMN_1666775
CACNA1C	ILMN_1861819
C6orf154	ILMN_1691668
LOC642344	ILMN_1776386
TBCE	ILMN_1725183
ANKRD1	ILMN_1716264
LOC647753	ILMN_1682280
LOC642633	ILMN_1685399
LAT2	ILMN_2326953
LAT2	ILMN_2249720
LOC100133408	ILMN_3240783
LOC642594	ILMN_1758259
CHST5	ILMN_1678478
LOC100131898	ILMN_3244733
MCM3APAS	ILMN_2065822
LOC648752	ILMN_1716526
ZNF343	ILMN_1810832
NOL8	ILMN_2062370
NOL8	ILMN_1689747
WBP2NL	ILMN_1672960
LOC641719	ILMN_1665168
NFATC1	ILMN_1707051
USP49	ILMN_1680279
RMI1	ILMN_1754051
RMI1	ILMN_1668565
ME3	ILMN_1793615
ME3	ILMN_1762445
LOC641992	ILMN_1695872
PLP2	ILMN_1738767
ANGPT2	ILMN_1774207
DYRK1A	ILMN_1660663
DYRK1A	ILMN_2374293
ACTR10	ILMN_1798254
TUBB	ILMN_1665583
TUBB	ILMN_2101885
LOC730316	ILMN_1662130
SPINLW1	ILMN_1798753
SPINLW1	ILMN_2356378
GSTO2	ILMN_1740234
GOLGA8G	ILMN_1775716
GOLGA8G	ILMN_1797503
GOLGA8G	ILMN_1790740
ZNF713	ILMN_1697289
ZNF713	ILMN_1688138
ZFP161	ILMN_1772522
LOC653240	ILMN_1809382
ANKRD33	ILMN_1667748
TAPBP	ILMN_1742450
LOC100130892	ILMN_3266411
RAC1	ILMN_1652445
C2orf90	ILMN_3242679
LOC100131251	ILMN_3202301
SNORD30	ILMN_1666599
C6orf134	ILMN_1760037
C6orf134	ILMN_1752476
LOC100130184	ILMN_3252795
LOC100129063	ILMN_3191369
NCRNA00094	ILMN_3242091
LOC641808	ILMN_3292243
MGC72104	ILMN_1688318
LOC729175	ILMN_1874018
C10orf2	ILMN_1701243
ARF1	ILMN_1802203
LOC392100	ILMN_3199818
HDAC10	ILMN_2102787
LOC100133234	ILMN_3210416
GRAMD1B	ILMN_3237376
ACAA1	ILMN_1738921
LOC100129975	ILMN_3272590
SLCO5A1	ILMN_1758324
LOC646312	ILMN_1699037
LOC650930	ILMN_1737486
EEF1AL7	ILMN_3243441
KIAA1751	ILMN_1687100
FOXQ1	ILMN_1669046
LOC653650	ILMN_1773174
C20orf62	ILMN_1779974
PLEKHA7	ILMN_1702899
BAALC	ILMN_1707717
LOC441179	ILMN_1763202
KLK10	ILMN_1802246
CTBP1	ILMN_1719158
CTBP1	ILMN_2278235
LOC392264	ILMN_3277321
LOC729143	ILMN_3230300
LY6G5B	ILMN_1785527
NAT1	ILMN_1743055
KIF18B	ILMN_2250048
KIF18B	ILMN_2327655
ADRBK2	ILMN_1668900
LOC648469	ILMN_1806109
LOC651979	ILMN_1770660
C8orf51	ILMN_1688772
ASB14	ILMN_1753737
HRK	ILMN_2193706
PVRL1	ILMN_1720076
BMF	ILMN_1787794
BMF	ILMN_1695354
IL2RA	ILMN_1683774
IL2RA	ILMN_2108699
GRPEL1	ILMN_1670817
NEK10	ILMN_3307958
SEMG1	ILMN_2397347
NFASC	ILMN_1715713
PFDN4	ILMN_1801762
GTF2A1	ILMN_2249552
CCR6	ILMN_1690907
CCR6	ILMN_1759635
LOC644151	ILMN_1695397
VPS18	ILMN_1721575
LOC732229	ILMN_3299604
MPPE1	ILMN_1667744
LY86	ILMN_1807825
DDRGK1	ILMN_3240962
DDRGK1	ILMN_1797828
LOC100134330	ILMN_3249079
FUCA2	ILMN_2085362
FUCA2	ILMN_1744914
LOC644975	ILMN_1653352
ING5	ILMN_1755911
LOC651116	ILMN_1670071
MGC16384	ILMN_3248324
VARS	ILMN_1702130
VARS	ILMN_1772055
PRR3	ILMN_1750167
MIR1202	ILMN_3309904
KHDC1L	ILMN_3239950
PTPRM	ILMN_1744937
SBK2	ILMN_3246489
UTS2R	ILMN_1747962
DHX9	ILMN_1690965
GADD45B	ILMN_1718977
LOC647135	ILMN_1658235
LOC647135	ILMN_1753692
LOC646713	ILMN_1707686
VOPP1	ILMN_2226955
LOC648609	ILMN_1812597
ALDH1A1	ILMN_1709348
LOC645279	ILMN_1692862
PARG	ILMN_1814393
BANF2	ILMN_1805823
LOC100132911	ILMN_3216377
WWOX	ILMN_1660636
UBE2D2	ILMN_1677756
LOC647654	ILMN_1797038
MIRLET7F2	ILMN_3309965
BIRC3	ILMN_1776181
LOC652048	ILMN_1748265
C19orf4	ILMN_1730945
LOC650111	ILMN_1773153
BRWD1	ILMN_1673518
BRWD1	ILMN_1805111
SOX10	ILMN_1653750
ZBED1	ILMN_1694466
PRPS1L1	ILMN_1655155
VANGL2	ILMN_1715647
C1orf104	ILMN_1725906
PGGT1B	ILMN_3251365
LOC652875	ILMN_1815442
C14orf11	ILMN_1660812
LOC401321	ILMN_1751227
C10orf137	ILMN_1791656
OR7D2	ILMN_1722426
ZNF543	ILMN_1716658
SYCE2	ILMN_3249682
POLR3G	ILMN_1746893
LCN6	ILMN_1792800
ZBED5	ILMN_1664424
ZBED5	ILMN_2093500
MIR887	ILMN_3308058
PDCD10	ILMN_2365196
UBE2A	ILMN_1681603
OVCH1	ILMN_1681194
CEP63	ILMN_1787808
DUSP5	ILMN_1656501
RPL24	ILMN_2160388
C3orf74	ILMN_3240168
LOC100129186	ILMN_3187210
PRDM16	ILMN_1743017
DKFZp434E1119	ILMN_1781658
F8A1	ILMN_1790249
LOC402457	ILMN_1735392
TMEM191B	ILMN_1651660
TMEM191B	ILMN_1687266
TMEM191B	ILMN_1794989
TMEM191B	ILMN_1682894
NEK10	ILMN_2295330
NEK10	ILMN_1800445
LOC652805	ILMN_1762100
SDCCAG10	ILMN_1686194
LOC100132469	ILMN_3278893
LOC100132469	ILMN_3202418
LOC653314	ILMN_2053546
ANKRD30B	ILMN_1730678
LOC649133	ILMN_1782653
ZC3HAV1	ILMN_1724837
ZC3HAV1	ILMN_1667068
CCDC128	ILMN_1667356
LOC646129	ILMN_1691565
ADAMTS16	ILMN_1726247
DBNDD2	ILMN_2338565
JAZF1	ILMN_1682727
